RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
L115461|1415|18197|S LLANO R UPSTREAM OF ST PARK|00945|SULFATE (MG/L AS SO4)||5.3|08/10/2015|10:06|0.3||||||LC|LC|RT|
1443672|1415|18197|S LLANO R UPSTREAM OF ST PARK|00945|SULFATE (MG/L AS SO4)||7|02/19/2014|13:32|0.3||||||WC|FO|RT|TKN requested; analysis not performed due to analytical error.  
TX06160|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||8|02/06/2015|11:15|0.3||||||TX|TU|RT|Lab Chemistry
TX04280|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|82079|TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU||12.3|12/04/2013|11:15|0.3||||||TX|TU|RT|Lab Chemistry
L064229|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||32|10/11/2001|09:25|0.33||||||LC|LC|RT|
L076231|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||78|04/07/2004|10:14|0.32||||||LC|LC|RT|
L076117|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00940|CHLORIDE (MG/L AS CL)||12.1|12/10/2003|09:45|0.33||||||LC|LC|RT|
L085373|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00940|CHLORIDE (MG/L AS CL)||12|08/10/2006|09:45|0.3||||||LC|LC|RT|
L085375|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|70300|RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)||222|10/02/2006|10:45|0.3||||||LC|LC|RT|
L086535|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||11|04/02/2007|11:45|0.3||||||LC|LC|RT|
L086032|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00940|CHLORIDE (MG/L AS CL)||11.6|02/05/2007|10:35|0.3||||||LC|LC|RT|
L089382|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||5|08/09/2007|09:35|0.3||||||LC|LC|RT|
L089382|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00940|CHLORIDE (MG/L AS CL)|<|10|08/09/2007|09:35|0.3||||||LC|LC|RT|
L092130|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00940|CHLORIDE (MG/L AS CL)||10.9|10/06/2008|10:45|0.3||||||LC|LC|RT|
L094005|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00945|SULFATE (MG/L AS SO4)||9.2|04/01/2009|11:15|0.2||||||LC|LC|RT|
L113905|1415|21548|NORTH LLANO RIVER 75 METERS UPSTREAM OF US 377 IN JUNCTION|00945|SULFATE (MG/L AS SO4)||16|02/04/2015|10:15|0.3||||||LC|LC|RT|
L114332|1415|21548|NORTH LLANO RIVER 75 METERS UPSTREAM OF US 377 IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||13.6|04/06/2015|11:13|0.3||||||LC|LC|RT|
TX04156|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|82079|TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU||12.4|09/16/2013|15:10|0.3||||||TX|TU|RT|Lab Chemistry
TX04156|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||11|09/16/2013|15:10|0.3||||||TX|TU|RT|Lab Chemistry
L117188|1415|21548|NORTH LLANO RIVER 75 METERS UPSTREAM OF US 377 IN JUNCTION|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||3|02/23/2016|10:37|0.3||||||LC|LC|RT|
